R,H_hsv,Contrast,Correlation,Energy,Class
147.2578125,123.9677734375,244.13407258064512,0.9504668444443628,0.0270492094052393,0
163.1064453125,119.8623046875,214.7752016129033,0.9344370199727686,0.026364308126254,0
160.060546875,117.3173828125,241.6572580645161,0.9418017498486336,0.0267184642756019,0
158.2548828125,122.322265625,194.24395161290323,0.9418376761972084,0.026756470645135,0
154.6044921875,123.0751953125,197.1401209677419,0.9427822905834184,0.0264604934443683,0
144.818359375,130.630859375,185.1098790322581,0.9485249062065364,0.0264028243018322,0
164.4521484375,116.53515625,238.06653225806457,0.935907600872085,0.0261417388707458,0
135.6474609375,124.8076171875,524.3518145161291,0.896969954979557,0.025412424729749,0
135.6474609375,124.8076171875,524.3518145161291,0.896969954979557,0.025412424729749,0
135.9453125,122.1962890625,468.936491935484,0.9194309495687452,0.0261805824863317,0
138.6484375,122.7099609375,457.3306451612904,0.9140465410048428,0.0254423981131531,0
146.05078125,122.0107421875,90.68548387096774,0.8991941406982864,0.0376981087728128,0
133.1171875,120.515625,121.43850806451614,0.9414465659938492,0.0352678542026933,0
137.0517578125,118.9169921875,157.0110887096774,0.9324471995854384,0.0355976685141322,0
145.697265625,123.822265625,114.64818548387098,0.9266606749379264,0.0360867385477192,0
112.638671875,115.421875,70.60786290322582,0.9560838417026624,0.0421100777705754,0
198.435546875,25.53515625,299.1905241935484,0.9366866877813522,0.029251246226909,0
197.875,26.0205078125,280.1139112903226,0.9407143789149606,0.0292946392877427,0
184.736328125,23.9130859375,430.2147177419355,0.8688922403042391,0.0329052394031239,0
192.814453125,27.2138671875,260.6118951612904,0.9529841114883952,0.0297848522231737,0
185.6943359375,27.48046875,211.1129032258065,0.956263073778532,0.037352837325905,0
194.9541015625,20.0888671875,254.5705645161291,0.9304260677035552,0.0301072268610243,0
190.0693359375,29.8388671875,288.1622983870968,0.9556064270509376,0.0291381218403117,0
190.8525390625,19.1533203125,267.3961693548387,0.9064489665791888,0.0382998190353082,0
145.9990234375,106.939453125,114.77721774193547,0.9724568547160716,0.0342741935483871,0
145.283203125,107.203125,246.80544354838716,0.9153380544777776,0.0321871069376806,0
159.9208984375,106.4560546875,237.8649193548387,0.9372534778787038,0.0335550745505912,0
156.0205078125,93.5771484375,156.79838709677418,0.925881628013188,0.0359244550024303,0
163.8701171875,107.3408203125,760.1663306451615,0.885626147778345,0.0255221550426858,0
156.2421875,102.66796875,270.8608870967741,0.9390478763486774,0.0294416973115125,0
162.123046875,105.8994140625,628.2913306451615,0.8898361842677897,0.0288225372086608,0
157.2783203125,85.7041015625,195.87500000000009,0.913391289414342,0.033953971357055,0
138.087890625,108.013671875,289.7056451612904,0.908225720392416,0.0305511743159107,0
166.2021484375,54.638671875,179.25907258064515,0.9349952099077002,0.0271055033462676,0
179.8251953125,68.11328125,225.32358870967747,0.9183218899411694,0.0286457101580298,0
182.1728515625,62.2021484375,185.10383064516125,0.8893342398815014,0.0289982860154083,0
200.5,81.9970703125,383.34475806451616,0.8953468785332596,0.0298955294885824,0
